ra,dec,x_calexp,y_calexp,mag_injected,flux_injected,flux_src,flux_err_src,flux_forced,flux_err_forced,tot_src
0.9851949321990092,-0.7599060813848204,1029.4644051178198,2062.510660141077,20.5,22908.6765276777,22594.220469911663,169.97553328122387,22388.89614523912,168.43088563122288,34
0.9860417667048682,-0.7597209556391188,1685.4556809911726,1977.6097348032647,20.5,22908.6765276777,22700.844105840188,149.38077444253113,22506.580706373574,148.1024423837346,34
0.9879220740471854,-0.7589509314181133,3203.082901282149,1425.0034312445202,20.5,22908.6765276777,23113.229859815237,139.480196765878,22998.004900065065,138.78485473502295,34
0.9862916566201031,-0.7584874680665391,2077.346495489907,752.0699771789552,20.5,22908.6765276777,22476.375353003266,148.79914736082014,22350.02984802257,147.96270895673717,34
0.9870783126158237,-0.7603963333952815,2335.709643980167,2793.402676724513,20.5,22908.6765276777,23166.076662888026,142.51049479106268,22997.26816501932,141.472037422184,34
0.9868161141661542,-0.7584133126966645,2477.3768233919996,740.7701578430639,20.5,22908.6765276777,23117.6608449575,141.48373804917128,23004.294342679765,140.7899170938337,34
0.9869758810225723,-0.7587218396430124,2543.1276163378807,1074.5878063413302,20.5,22908.6765276777,23049.975455958713,143.43598248739235,22916.74374577038,142.6069048090617,34
0.987373196853828,-0.7589910010972853,2790.7531900234626,1398.3668218112914,20.5,22908.6765276777,22952.0889725433,140.39271378132125,22814.99043811577,139.55411315989468,34
0.9881733736079157,-0.7603393425463142,3152.909882815031,2869.90302422692,20.5,22908.6765276777,23221.885182146754,139.5344951794743,23098.885029239933,138.79541804008818,34
0.986335102208283,-0.7593077860141412,1971.5032455647734,1593.1645020201006,20.5,22908.6765276777,23175.29236906196,188.81351961640732,22994.30006369294,187.33894080998863,34
0.9873654588466783,-0.7587620819945025,2823.75175114248,1163.5758354320988,20.5,22908.6765276777,23011.294224134697,143.34455280641467,22887.10533680344,142.5709414263907,34
0.9853417641377563,-0.7594074835588148,1220.8668475925872,1572.5565850119028,20.5,22908.6765276777,23045.990106145015,145.30546432238734,22849.620796939653,144.06735161881784,34
0.9847331008760847,-0.760087111379956,658.0413368328179,2191.1335674919455,20.5,22908.6765276777,22997.530472795108,142.37237889717335,22786.174072985454,141.06392043302188,34
0.985093965572701,-0.7592047339862711,1071.7678991487799,1336.3435230917285,20.5,22908.6765276777,22959.374237682434,139.2476166446554,22771.892112398094,138.11054561080297,34
0.985194933069893,-0.7599060947006449,1029.4644051178198,2062.510660141077,21.0,14454.397707459219,14256.594362390337,169.9858856919972,14127.03788274061,168.44114292748998,34
0.9860417676764296,-0.7597209649891301,1685.4556809911726,1977.6097348032647,21.0,14454.397707459219,14321.566682859157,149.33238030099744,14199.009198683829,148.0544614082976,34
0.9879220679084079,-0.7589509306048023,3203.082901282149,1425.0034312445202,21.0,14454.397707459219,14603.530010080598,139.43922116801124,14530.727797532769,138.74408212435242,34
0.9862916590125755,-0.7584874640637792,2077.346495489907,752.0699771789552,21.0,14454.397707459219,13991.346611261122,148.74875684049616,13912.697872099254,147.9126041404023,34
0.9870783128794028,-0.7603963374388296,2335.709643980167,2793.402676724513,21.0,14454.397707459219,14733.464934011943,142.4722108114105,14626.103962269053,141.4340330740052,34
0.986816110888196,-0.7584133099174809,2477.3768233919996,740.7701578430639,21.0,14454.397707459219,14663.401857712823,141.4397957873492,14591.494231135239,140.74619134485147,34
0.986975882282537,-0.7587218393708703,2543.1276163378807,1074.5878063413302,21.0,14454.397707459219,14598.836621082808,143.39509623639282,14514.453572484072,142.56625521238715,34
0.9873732030761514,-0.7589909979472351,2790.7531900234626,1398.3668218112914,21.0,14454.397707459219,14509.42289407378,140.3495527802872,14422.754739964788,139.51121225846762,34
0.988173373876548,-0.7603393408354003,3152.909882815031,2869.90302422692,21.0,14454.397707459219,14699.155152361383,139.49152549796116,14621.297615716503,138.75267577607326,34
0.9863351063770347,-0.7593077934206788,1971.5032455647734,1593.1645020201006,21.0,14454.397707459219,14755.424497235337,188.77767468757153,14640.188780502942,187.30337409485324,34
0.9873654574786578,-0.7587620832386762,2823.75175114248,1163.5758354320988,21.0,14454.397707459219,14580.584349836881,143.30569471893628,14501.894800067748,142.53229226658786,34
0.9853417614142707,-0.7594074795722414,1220.8668475925872,1572.5565850119028,21.0,14454.397707459219,14608.523997982158,145.2780437511928,14484.048384426314,144.04016555600194,34
0.9847330984877477,-0.760087111426018,658.0413368328179,2191.1335674919455,21.0,14454.397707459219,14499.588161023856,142.33186119600595,14366.33121248156,141.02377511404694,34
0.9850939656014362,-0.7592047333837819,1071.7678991487799,1336.3435230917285,21.0,14454.397707459219,14507.416889636364,139.2051517819238,14388.95194879318,138.06842769233845,34
0.9851949343464043,-0.7599061156365424,1029.4644051178198,2062.510660141077,21.5,9120.108393559076,8995.738913152376,170.04045627330783,8913.99025106509,168.49521594653538,34
0.9860417690649392,-0.75972097980135,1685.4556809911726,1977.6097348032647,21.5,9120.108393559076,9034.56518133555,149.3017072589035,8957.251368528203,148.0240493011784,34
0.9879220580434364,-0.7589509294045939,3203.082901282149,1425.0034312445202,21.5,9120.108393559076,9234.498795420159,139.4253042570111,9188.4623934286,138.73023249299834,34
0.9862916634465244,-0.7584874574185513,2077.346495489907,752.0699771789552,21.5,9120.108393559076,8637.7105669238,148.7142965679374,8589.15614770948,147.878341683335,34
0.9870783130326903,-0.7603963438929702,2335.709643980167,2793.402676724513,21.5,9120.108393559076,9412.913662974026,142.46105889600247,9344.322968726501,141.4229634173469,34
0.9868161052682445,-0.758413305564059,2477.3768233919996,740.7701578430639,21.5,9120.108393559076,9329.00243275422,141.42026976480764,9283.254185307727,140.72676261210876,34
0.9869758838641554,-0.7587218390598454,2543.1276163378807,1074.5878063413302,21.5,9120.108393559076,9266.499063493182,143.37932106123316,9212.937599376895,142.55057161653474,34
0.9873732131872669,-0.758990993008187,2790.7531900234626,1398.3668218112914,21.5,9120.108393559076,9182.39453443248,140.3309742574363,9127.546197924212,139.49274836953262,34
0.9881733745748187,-0.7603393381133328,3152.909882815031,2869.90302422692,21.5,9120.108393559076,9321.774730059122,139.4747283591747,9272.39974135594,138.73596740240484,34
0.9863351127106257,-0.7593078045207882,1971.5032455647734,1593.1645020201006,21.5,9120.108393559076,9442.523723577122,188.75866198578902,9368.780139285602,187.28450730620494,34
0.9873654552791457,-0.758762085182712,2823.75175114248,1163.5758354320988,21.5,9120.108393559076,9261.327327291774,143.29310552520204,9211.345047707699,142.51976977726355,34
0.9853417570346684,-0.7594074733880739,1220.8668475925872,1572.5565850119028,21.5,9120.108393559076,9284.56024050532,145.28275438064694,9205.448888595465,144.04483738281357,34
0.9847330947831557,-0.7600871118691723,658.0413368328179,2191.1335674919455,21.5,9120.108393559076,9137.807550208612,142.3181483794508,9053.827485920576,141.01018833019305,34
0.9850939658727037,-0.7592047323927851,1071.7678991487799,1336.3435230917285,21.5,9120.108393559076,9174.53677351888,139.18833478073617,9099.619186609702,138.05174831941198,34
0.9851949362865235,-0.7599061475166434,1029.4644051178198,2062.510660141077,22.0,5754.399373371542,5676.470070802118,170.13509806634528,5624.885137718531,168.58899516324544,34
0.9860417712390642,-0.759721003147113,1685.4556809911726,1977.6097348032647,22.0,5754.399373371542,5698.745322822878,149.27077688126732,5649.977887414261,147.99338116644162,34
0.9879220420396875,-0.7589509273910745,3203.082901282149,1425.0034312445202,22.0,5754.399373371542,5847.240627479561,139.42344279248266,5818.090454969245,138.72837692336864,34
0.9862916704882869,-0.7584874462653357,2077.346495489907,752.0699771789552,22.0,5754.399373371542,5259.663701431779,148.67609505334278,5230.098248677989,147.84036175412763,34
0.9870783132359163,-0.7603963534575416,2335.709643980167,2793.402676724513,22.0,5754.399373371542,6055.709959221545,142.46257781534484,6011.582840159281,141.42447273949827,34
0.9868160967451374,-0.7584132986258063,2477.3768233919996,740.7701578430639,22.0,5754.399373371542,5963.281059449119,141.4090884250989,5934.037989594406,140.71563861409257,34
0.9869758867057383,-0.7587218384766786,2543.1276163378807,1074.5878063413302,22.0,5754.399373371542,5902.142253163568,143.37410706760127,5868.027200570684,142.54538848393955,34
0.9873732292256762,-0.7589909850746438,2790.7531900234626,1398.3668218112914,22.0,5754.399373371542,5821.151810253702,140.32114491605748,5786.38111199305,139.48298357799504,34
0.9881733752195635,-0.7603393337194209,3152.909882815031,2869.90302422692,22.0,5754.399373371542,5929.070603433979,139.46864043518622,5897.665855606153,138.72991124459602,34
0.9863351219829151,-0.7593078212583545,1971.5032455647734,1593.1645020201006,22.0,5754.399373371542,6089.833118938829,188.73972095635858,6042.273024780477,187.26571026672002,34
0.9873654520332723,-0.7587620883319782,2823.75175114248,1163.5758354320988,22.0,5754.399373371542,5905.285418046507,143.292568671894,5873.415216643976,142.51923388030127,34
0.9853417505732732,-0.7594074638592277,1220.8668475925872,1572.5565850119028,22.0,5754.399373371542,5924.903995674322,145.30836299607137,5874.419495799267,144.07022986186868,34
0.9847330888512963,-0.7600871123391211,658.0413368328179,2191.1335674919455,22.0,5754.399373371542,5754.76784233492,142.3156648948304,5701.8792510513695,141.00772768377257,34
0.9850939661991431,-0.7592047309159378,1071.7678991487799,1336.3435230917285,22.0,5754.399373371542,5809.725477764154,139.18179690370565,5762.284342482772,138.04526428155646,34
